epoch,loss,lr,r2_score,root_mean_squared_error,val_loss,val_r2_score,val_root_mean_squared_error
0,0.09516198933124542,0.001,0.26806148886680603,0.30848339200019836,0.07911749184131622,0.3910771608352661,0.2812783122062683
1,0.0771179050207138,0.001,0.40674126148223877,0.27770110964775085,0.0718311294913292,0.44716596603393555,0.2680133283138275
2,0.07155891507863998,0.001,0.44945767521858215,0.2675049602985382,0.06763119250535965,0.47948890924453735,0.2600599527359009
3,0.06791497766971588,0.001,0.47749564051628113,0.2606050372123718,0.06414227932691574,0.5063460469245911,0.2532632350921631
4,0.06492289155721664,0.001,0.5004841685295105,0.2547996938228607,0.06096511706709862,0.5308005809783936,0.2469111531972885
5,0.06278710067272186,0.001,0.5169216990470886,0.2505735158920288,0.0594940148293972,0.5421249866485596,0.2439139485359192
6,0.06129232794046402,0.001,0.5284485816955566,0.2475728541612625,0.058028336614370346,0.5534068942070007,0.2408907264471054
7,0.060035962611436844,0.001,0.5380898714065552,0.24502240121364594,0.05704747512936592,0.5609540343284607,0.23884615302085876
8,0.05893072858452797,0.001,0.5465918183326721,0.24275654554367065,0.05686582252383232,0.5623569488525391,0.2384655475616455
9,0.05827055871486664,0.001,0.5516790747642517,0.24139294028282166,0.05586692690849304,0.5700428485870361,0.23636186122894287
10,0.05754753202199936,0.00080000004,0.557229220867157,0.2398907095193863,0.05532340332865715,0.5742260813713074,0.23520927131175995
11,0.057014815509319305,0.00080000004,0.5613402128219604,0.23877772688865662,0.05504259839653969,0.5763881206512451,0.23461158573627472
12,0.05667295679450035,0.00080000004,0.5639463663101196,0.2380608171224594,0.05449683591723442,0.5805889964103699,0.23344556987285614
13,0.05631643906235695,0.00080000004,0.5666919946670532,0.23731085658073425,0.054359354078769684,0.581646740436554,0.233150914311409
14,0.05610428750514984,0.00080000004,0.5683324933052063,0.23686344921588898,0.05402787774801254,0.5842002034187317,0.23243896663188934
15,0.055665284395217896,0.00080000004,0.571721076965332,0.23593492805957794,0.05418465659022331,0.5829923152923584,0.2327759861946106
16,0.0554252453148365,0.00080000004,0.573537290096283,0.2354256957769394,0.05368278920650482,0.5868567228317261,0.23169547319412231
17,0.055082861334085464,0.00080000004,0.5761913657188416,0.23469741642475128,0.05336048826575279,0.5893368721008301,0.23099888861179352
18,0.054895009845495224,0.00080000004,0.5776180028915405,0.23429684340953827,0.05333786457777023,0.5895097255706787,0.23094989359378815
19,0.05469728261232376,0.00080000004,0.5791735649108887,0.23387451469898224,0.05314255878329277,0.5910136699676514,0.23052668571472168
20,0.05428960174322128,0.00064000004,0.5823219418525696,0.23300127685070038,0.05290713161230087,0.5928244590759277,0.23001550137996674
21,0.05409936234354973,0.00064000004,0.5837588906288147,0.23259268701076508,0.052789606153964996,0.5937286019325256,0.22975990176200867
22,0.05388481914997101,0.00064000004,0.5853996276855469,0.23213109374046326,0.05276200547814369,0.5939428210258484,0.22969982028007507
23,0.05375267192721367,0.00064000004,0.5864081382751465,0.23184624314308167,0.05272878333926201,0.5941998362541199,0.22962749004364014
24,0.053551480174064636,0.00064000004,0.5879702568054199,0.23141197860240936,0.0528697669506073,0.5931131839752197,0.22993426024913788
25,0.05337149649858475,0.00064000004,0.5893369317054749,0.23102271556854248,0.05238036438822746,0.596879243850708,0.2288675606250763
26,0.05326665937900543,0.00064000004,0.5901642441749573,0.2307957261800766,0.05229178071022034,0.5975620150566101,0.22867396473884583
27,0.05312184989452362,0.00064000004,0.5912991166114807,0.23048175871372223,0.0522429384291172,0.5979363918304443,0.22856715321540833
28,0.05290316790342331,0.00064000004,0.59295654296875,0.2300068885087967,0.05216347426176071,0.5985482335090637,0.22839325666427612
29,0.052836090326309204,0.00064000004,0.5934731364250183,0.22986099123954773,0.05214114859700203,0.5987216830253601,0.2283443659543991
30,0.05257922410964966,0.00051200006,0.5954442620277405,0.2293016016483307,0.0520690456032753,0.5992746353149414,0.22818642854690552
31,0.05247931554913521,0.00051200006,0.5962148904800415,0.2290836125612259,0.05207120254635811,0.5992594957351685,0.22819115221500397
32,0.052338071167469025,0.00051200006,0.5972705483436584,0.22877514362335205,0.05197377875447273,0.6000096797943115,0.22797758877277374
33,0.05229800567030907,0.00051200006,0.5976040363311768,0.2286876142024994,0.05193072557449341,0.600339949131012,0.22788314521312714
34,0.05214673653244972,0.00051200006,0.5987688899040222,0.22835661470890045,0.051998887211084366,0.5998172760009766,0.2280326634645462
35,0.051972758024930954,0.00051200006,0.6001179814338684,0.22797533869743347,0.05187372490763664,0.6007807850837708,0.22775804996490479
36,0.05187102407217026,0.00051200006,0.6009163856506348,0.22775213420391083,0.05178790166974068,0.6014410853385925,0.2275695651769638
37,0.05182589590549469,0.00051200006,0.6012621521949768,0.22765305638313293,0.0517905056476593,0.6014209389686584,0.22757527232170105
38,0.051671963185071945,0.00051200006,0.6024348735809326,0.22731466591358185,0.05204184353351593,0.5994849801063538,0.22812680900096893
39,0.05157913267612457,0.00051200006,0.6031576991081238,0.2271103858947754,0.05165998265147209,0.6024249196052551,0.22728833556175232
40,0.051398828625679016,0.00040960003,0.6045481562614441,0.22671306133270264,0.051569242030382156,0.6031240224838257,0.22708860039710999
41,0.051293205469846725,0.00040960003,0.6053376197814941,0.22648003697395325,0.051778994500637054,0.6015117168426514,0.2275499850511551
42,0.05120362713932991,0.00040960003,0.6060276031494141,0.22628214955329895,0.05153075233101845,0.6034190654754639,0.22700385749340057
43,0.05113847181200981,0.00040960003,0.6065407991409302,0.2261381596326828,0.05174814164638519,0.6017470955848694,0.2274821698665619
44,0.05113694816827774,0.00040960003,0.606533944606781,0.2261347770690918,0.05177535116672516,0.6015366315841675,0.2275419682264328
45,0.05099910870194435,0.00040960003,0.6076002717018127,0.2258298099040985,0.0515306331217289,0.6034190058708191,0.22700360417366028
46,0.05090228468179703,0.00040960003,0.6083462238311768,0.22561538219451904,0.051498498767614365,0.6036680936813354,0.22693279385566711
47,0.050812624394893646,0.00040960003,0.6090335845947266,0.22541657090187073,0.05155840888619423,0.6032068729400635,0.22706477344036102
48,0.050706688314676285,0.00040960003,0.6098261475563049,0.2251814603805542,0.051475685089826584,0.6038448810577393,0.22688254714012146
49,0.05063580349087715,0.00040960003,0.6103849411010742,0.2250240296125412,0.05139870569109917,0.6044384837150574,0.22671282291412354
50,0.050947096198797226,0.00080000004,0.6080028414726257,0.22571465373039246,0.05181114748120308,0.6012603640556335,0.22762061655521393
51,0.05076875165104866,0.00080000004,0.6093569993972778,0.22531923651695251,0.05160162225365639,0.6028741002082825,0.22715990245342255
52,0.05061739683151245,0.00080000004,0.6105384230613708,0.2249830961227417,0.05145496129989624,0.6040047407150269,0.22683687508106232
53,0.050427209585905075,0.00080000004,0.61204594373703,0.22456000745296478,0.051442597061395645,0.6041004657745361,0.22680959105491638
54,0.0503278523683548,0.00080000004,0.6127841472625732,0.22433871030807495,0.0516577772796154,0.6024426817893982,0.22728347778320312
55,0.05021370202302933,0.00080000004,0.6136437654495239,0.22408415377140045,0.051583390682935715,0.6030170917510986,0.22711977362632751
56,0.049974873661994934,0.00080000004,0.6154906749725342,0.22355061769485474,0.051453206688165665,0.6040191650390625,0.22683298587799072
57,0.049974583089351654,0.00080000004,0.6154657602310181,0.223549947142601,0.05149903520941734,0.6036653518676758,0.22693400084972382
58,0.049746282398700714,0.00080000004,0.617229163646698,0.22303877770900726,0.05178771913051605,0.6014478206634521,0.22756916284561157
59,0.04967495799064636,0.00080000004,0.617787778377533,0.22287879884243011,0.05140091851353645,0.6044193506240845,0.22671771049499512
60,0.049387719482183456,0.00064000004,0.6200149655342102,0.22223347425460815,0.05156378075480461,0.6031690239906311,0.22707659006118774
61,0.049251604825258255,0.00064000004,0.6210655570030212,0.22192701697349548,0.05144747719168663,0.6040608882904053,0.22682036459445953
62,0.049123186618089676,0.00064000004,0.6220283508300781,0.22163750231266022,0.05139397457242012,0.6044726967811584,0.22670239210128784
63,0.049038227647542953,0.00064000004,0.6226832270622253,0.22144576907157898,0.051471441984176636,0.6038792133331299,0.22687317430973053
64,0.04892747849225998,0.00064000004,0.6235587000846863,0.2211955487728119,0.05150122195482254,0.603652834892273,0.22693881392478943
65,0.04881754517555237,0.00064000004,0.6243852972984314,0.22094695270061493,0.05155906826257706,0.6032058000564575,0.22706621885299683
66,0.048746682703495026,0.00064000004,0.6249489784240723,0.22078648209571838,0.0516483373939991,0.60251784324646,0.2272627204656601
67,0.04865586385130882,0.00064000004,0.6256389617919922,0.22058069705963135,0.051607634872198105,0.6028308868408203,0.22717313468456268
68,0.04854682460427284,0.00064000004,0.6264564990997314,0.22033341228961945,0.051518164575099945,0.6035218834877014,0.22697612643241882
69,0.048407215625047684,0.00064000004,0.6275458335876465,0.22001641988754272,0.0516202412545681,0.6027357578277588,0.22720089554786682
70,0.04822411760687828,0.00051200006,0.6289846301078796,0.2195999175310135,0.05161115899682045,0.6028048396110535,0.22718089818954468
71,0.048027727752923965,0.00051200006,0.6304512023925781,0.21915225684642792,0.05147535353899002,0.603850245475769,0.22688181698322296
72,0.048039063811302185,0.00051200006,0.6303759217262268,0.2191781848669052,0.051524899899959564,0.6034681797027588,0.2269909679889679
73,0.0479026697576046,0.00051200006,0.6314257383346558,0.21886679530143738,0.05161307752132416,0.6027905941009521,0.22718511521816254
74,0.04780372977256775,0.00051200006,0.6321892738342285,0.21864062547683716,0.05162457749247551,0.6027017831802368,0.22721043229103088
75,0.04773585498332977,0.00051200006,0.6327038407325745,0.21848534047603607,0.05165834724903107,0.6024445295333862,0.2272847443819046
76,0.047651857137680054,0.00051200006,0.6333513855934143,0.21829305589199066,0.05165012180805206,0.602507472038269,0.22726662456989288
77,0.04757514223456383,0.00051200006,0.6339287161827087,0.21811729669570923,0.0515492707490921,0.6032840013504028,0.22704465687274933
78,0.04750197008252144,0.00051200006,0.6345207095146179,0.21794946491718292,0.05162394419312477,0.6027107238769531,0.22720903158187866
