epoch,loss,lr,r2_score,root_mean_squared_error,val_loss,val_r2_score,val_root_mean_squared_error
79,0.04737125709652901,0.00051200006,0.6355054974555969,0.21764938533306122,0.05180954933166504,0.6012799739837646,0.22761711478233337
80,0.04721419885754585,0.00040960003,0.6367171406745911,0.21728825569152832,0.05179974436759949,0.6013548374176025,0.22759558260440826
81,0.04708878695964813,0.00040960003,0.6376761198043823,0.21699951589107513,0.05168428644537926,0.6022429466247559,0.22734178602695465
82,0.04707254841923714,0.00040960003,0.6378270983695984,0.216962069272995,0.05169424042105675,0.6021672487258911,0.2273636758327484
83,0.04700770601630211,0.00040960003,0.6383150219917297,0.21681256592273712,0.05171825364232063,0.601982831954956,0.22741647064685822
84,0.04695706069469452,0.00040960003,0.6387051343917847,0.21669578552246094,0.05166350677609444,0.6024043560028076,0.22729608416557312
85,0.046872783452272415,0.00040960003,0.6393276453018188,0.21650125086307526,0.051667749881744385,0.6023721694946289,0.22730542719364166
86,0.046756353229284286,0.00040960003,0.6402400732040405,0.21623218059539795,0.051765505224466324,0.6016228199005127,0.22752036154270172
87,0.04667067155241966,0.00040960003,0.640892744064331,0.216033935546875,0.05182003974914551,0.6011984348297119,0.22764015197753906
88,0.04665526747703552,0.00040960003,0.6410274505615234,0.21599829196929932,0.0517880916595459,0.6014420986175537,0.22756996750831604
89,0.04655632749199867,0.00040960003,0.6417996287345886,0.21576915681362152,0.05183819681406021,0.6010605096817017,0.2276800274848938
90,0.04647010564804077,0.00032768003,0.6424750089645386,0.21556922793388367,0.05193248391151428,0.6003317832946777,0.22788700461387634
91,0.046344950795173645,0.00032768003,0.6434018015861511,0.21527878940105438,0.05197225511074066,0.6000257134437561,0.22797422111034393
92,0.046319350600242615,0.00032768003,0.6435999870300293,0.21521928906440735,0.05199054256081581,0.5998868942260742,0.22801434993743896
93,0.04622926563024521,0.00032768003,0.6442920565605164,0.2150099277496338,0.051792412996292114,0.6014109253883362,0.22757947444915771
94,0.04618063569068909,0.00032768003,0.6446808576583862,0.2148967981338501,0.051836226135492325,0.6010749936103821,0.2276756912469864
95,0.04610856622457504,0.00032768003,0.6452422142028809,0.21472907066345215,0.052027467638254166,0.5996063947677612,0.22809530794620514
96,0.04609375074505806,0.00032768003,0.6453544497489929,0.214694544672966,0.052090834826231,0.5991158485412598,0.2282341718673706
97,0.04600062593817711,0.00032768003,0.6460760831832886,0.2144775688648224,0.0519878976047039,0.5999103784561157,0.22800856828689575
98,0.04598503187298775,0.00032768003,0.6461896896362305,0.214441180229187,0.05227413773536682,0.5977048873901367,0.22863538563251495
99,0.0459444597363472,0.00032768003,0.646493673324585,0.21434655785560608,0.052107036113739014,0.5989911556243896,0.22826966643333435
100,0.045859500765800476,0.00026214402,0.6471413373947144,0.21414832770824432,0.052090369164943695,0.5991177558898926,0.22823314368724823
101,0.045751266181468964,0.00026214402,0.6479793787002563,0.21389542520046234,0.05202190577983856,0.5996448993682861,0.22808311879634857
102,0.04572710767388344,0.00026214402,0.648175060749054,0.21383894979953766,0.05214296653866768,0.5987150073051453,0.22834832966327667
103,0.04565911740064621,0.00026214402,0.6487025022506714,0.2136799395084381,0.052117329090833664,0.5989102721214294,0.22829221189022064
104,0.045626528561115265,0.00026214402,0.6489231586456299,0.2136036604642868,0.05228704586625099,0.5976052284240723,0.2286636084318161
105,0.045574747025966644,0.00026214402,0.6493498086929321,0.21348243951797485,0.05211825668811798,0.5989046096801758,0.228294238448143
106,0.04554407298564911,0.00026214402,0.6495907306671143,0.21341058611869812,0.052276063710451126,0.5976899266242981,0.22863958775997162
107,0.045454464852809906,0.00026214402,0.650282621383667,0.21320053935050964,0.05216168239712715,0.59857177734375,0.22838932275772095
108,0.04550083354115486,0.00026214402,0.649914026260376,0.21330924332141876,0.05231090635061264,0.5974209308624268,0.22871576249599457
109,0.045445412397384644,0.00026214402,0.6503303647041321,0.21317927539348602,0.05238078907132149,0.5968796610832214,0.2288684844970703
110,0.04535109922289848,0.00020971522,0.6510409116744995,0.21295799314975739,0.052312396466732025,0.597406804561615,0.22871904075145721
111,0.0452849380671978,0.00020971522,0.6515718102455139,0.21280261874198914,0.05235470086336136,0.5970824360847473,0.22881148755550385
112,0.045213256031274796,0.00020971522,0.6521048545837402,0.2126341313123703,0.05229188874363899,0.5975646376609802,0.22867420315742493
113,0.04523809999227524,0.00020971522,0.6519258618354797,0.2126925140619278,0.052198443561792374,0.5982859134674072,0.22846977412700653
114,0.04516397416591644,0.00020971522,0.6524739861488342,0.21251820027828217,0.05229921266436577,0.5975106358528137,0.22869020700454712
115,0.04517119377851486,0.00020971522,0.65242999792099,0.21253514289855957,0.05227711424231529,0.5976800918579102,0.22864188253879547
116,0.04509343206882477,0.00020971522,0.653038740158081,0.21235212683677673,0.05229417234659195,0.5975472927093506,0.22867919504642487
117,0.045122697949409485,0.00020971522,0.65280681848526,0.21242102980613708,0.05230431258678436,0.5974709391593933,0.2287013679742813
118,0.045056816190481186,0.00020971522,0.6533241271972656,0.21226587891578674,0.05227268114686012,0.5977137088775635,0.22863219678401947
119,0.04501089081168175,0.00020971522,0.6536989808082581,0.2121576964855194,0.05233940854668617,0.5972020030021667,0.22877807915210724
